Years;Stress;Genotypes;Env;Rep;IBLOCK;CAN;NDF;PH;CH;GFD;GY
2019;FI;06N6_34;2019FI;1;6;26.2;90;101;33.65;31;4.2
2019;FI;06N6_49;2019FI;1;6;26;90;105;34.4;30;3.9
2019;FI;06N6_71;2019FI;1;6;26.9;90;108;32.4;32;3.6
2019;FI;06WA_63;2019FI;1;6;26.3;91;112;36.9;32;5.2
2019;FI;07AB_37;2019FI;1;6;26.6;91;118;36;30;5.1
2019;FI;07BA_41;2019FI;1;6;26.1;89;103;36.75;30;3.9
2019;FI;07BA_96;2019FI;1;6;26.5;92;121;34.25;31;4.7
2019;FI;07MN_13;2019FI;1;6;25;90;102;34.65;29;3.6
2019;FI;07MN_41;2019FI;1;6;25.9;90;103;35.65;30;3.9
2019;FI;07MN_93;2019FI;1;6;26.3;90;108;34.75;30;3.5
2019;FI;07MT_80;2019FI;1;6;24.9;91;108;36.15;31;5.3
2019;FI;08AB_20;2019FI;1;6;27.8;93;115;33.75;32;4.3
2019;FI;08AB_49;2019FI;1;6;26;91;108;34.4;31;4.2
2019;FI;08BA_51;2019FI;1;6;27;90;107;35.75;29;3.5
2019;FI;08BA_64;2019FI;1;6;26.5;90;102;34.75;30;3.7
2019;FI;08BA_82;2019FI;1;6;26.7;94;117;36.25;32;5.2
2019;FI;08MT_71;2019FI;1;6;24.5;92;120;36.5;32;4.3
2019;FI;08MT_84;2019FI;1;6;24.4;91;114;36;32;4
2019;FI;08N2_66;2019FI;1;6;25.55;87;69;31;26;3.7
2019;FI;08N6_30;2019FI;1;6;28;88;114;32.65;31;3.4
2019;FI;08UT_79;2019FI;1;6;27.6;93;120;36;31;4.7
2019;FI;08WA_78;2019FI;1;6;25.1;91;104;34.65;31;4.7
2019;FI;09AB_74;2019FI;1;6;26;90;115;35.5;31;4
2019;FI;09BA_51;2019FI;1;6;25.8;90;110;34.5;30;3.3
2019;FI;09BA_68;2019FI;1;6;26.1;93;118;37;32;5.6
2019;FI;09MN_82;2019FI;1;6;26.2;90;101;34.9;29;3.6
2019;FI;09MT_08;2019FI;1;6;22.7;92;124;35.5;30;4
2019;FI;09N2_06;2019FI;1;6;24.7;92;113;35.65;30;4.3
2019;FI;09N2_73;2019FI;1;6;26.5;93;108;33.5;32;4
2019;FI;09UT_14;2019FI;1;6;26;89;114;36.65;30;3.8
2019;FI;09UT_44;2019FI;1;6;25.4;90;115;36.15;31;5.6
2019;FI;09WA_43;2019FI;1;6;26.9;92;111;36.25;30;5.1
2019;FI;06AB_15;2019FI;1;7;25.7;93;108;36.75;31;5.5
2019;FI;06MN_05;2019FI;1;7;26.3;90;99;34.5;30;3
2019;FI;06MN_38;2019FI;1;7;27;89;97;34;30;3.4
2019;FI;06MN_43;2019FI;1;7;25.2;90;98;34.4;29;3.5
2019;FI;06MT_12;2019FI;1;7;25;91;120;35.25;29;4.3
2019;FI;06MT_67;2019FI;1;7;24;91;110;35;30;4.9
2019;FI;06MT_82;2019FI;1;7;26.3;91;118;37.4;32;5.2
2019;FI;06WA_25;2019FI;1;7;26.6;93;119;35.65;32;4.5
2019;FI;06WA_42;2019FI;1;7;27.8;93;104;34.75;32;4.7
2019;FI;06WA_93;2019FI;1;7;28.3;91;109;35.9;33;5.1
2019;FI;07MN_42;2019FI;1;7;26;90;98;34.25;31;4.1
2019;FI;07MT_10;2019FI;1;7;28.2;93;112;32;33;4.2
2019;FI;07MT_17;2019FI;1;7;24.8;92;110;35.9;31;4
2019;FI;07N2_78;2019FI;1;7;26.9;92;118;38.4;30;4.8
2019;FI;07N6_48;2019FI;1;7;24.6;90;98;33.5;31;3.9
2019;FI;07UT_02;2019FI;1;7;26.5;91;118;37;30;4.9
2019;FI;07UT_30;2019FI;1;7;29.4;93;108;35.9;31;4.5
2019;FI;07WA_23;2019FI;1;7;23.9;88;114;34.9;29;4.5
2019;FI;08BA_60;2019FI;1;7;26.9;88;100;33.4;32;3.5
2019;FI;08MN_88;2019FI;1;7;24.8;89;96;32.9;30;3.3
2019;FI;08MT_04;2019FI;1;7;29.2;92;118;35.15;31;5.2
2019;FI;08MT_07;2019FI;1;7;23.8;92;121;35.5;31;4.4
2019;FI;08MT_93;2019FI;1;7;27.4;90;124;36;30;5.1
2019;FI;08MT_95;2019FI;1;7;26.1;89;109;38.25;29;5
2019;FI;08N2_07;2019FI;1;7;25.7;92;115;36.65;30;4.7
2019;FI;08N2_18;2019FI;1;7;27.4;92;106;35.75;32;4.8
2019;FI;08N2_35;2019FI;1;7;25.5;93;111;35.65;31;4.3
2019;FI;08N6_01;2019FI;1;7;27.6;90;107;34.25;33;4.1
2019;FI;08N6_02;2019FI;1;7;27.7;91;102;34.5;32;3.2
2019;FI;08N6_09;2019FI;1;7;24.4;90;100;33.65;31;3.4
2019;FI;08N6_90;2019FI;1;7;27.6;90;115;37.65;31;4.8
2019;FI;08UT_85;2019FI;1;7;26.1;90;110;33.15;31;3.5
2019;FI;09AB_10;2019FI;1;7;29.9;93;119;35.5;31;4.5
2019;FI;09AB_29;2019FI;1;7;24.6;91;114;34.75;32;4.3
2019;FI;09BA_50;2019FI;1;7;26.9;90;105;36.25;31;4.4
2019;FI;09BA_61;2019FI;1;7;27.4;89;108;33.5;32;3.8
2019;FI;09BA_89;2019FI;1;7;27.1;93;108;35.65;32;5.4
2019;FI;09N2_21;2019FI;1;7;26;93;103;36.4;34;4.6
2019;FI;09UT_05;2019FI;1;7;26.5;90;111;35.75;29;3.6
2019;FI;09UT_27;2019FI;1;7;27.1;92;117;33.25;32;6
2019;FI;09UT_47;2019FI;1;7;25.8;92;108;34.9;31;5.4
2019;FI;09WA_29;2019FI;1;7;28.3;93;122;39;31;4.8
2019;FI;GIZA132;2019FI;1;7;25.05;93;100;42.2;27;7.3
2019;FI;06AB_01;2019FI;1;8;25.9;93;112;35.15;30;4.7
2019;FI;06MN_01;2019FI;1;8;25.2;90;104;35.25;29;3.7
2019;FI;06MT_29;2019FI;1;8;25.3;92;110;33.75;29;4.4
2019;FI;06MT_44;2019FI;1;8;25.1;91;119;36.15;29;5
2019;FI;06MT_49;2019FI;1;8;27.4;91;109;34.15;31;5.5
2019;FI;06MT_78;2019FI;1;8;25.8;91;115;36.65;32;5
2019;FI;06N2_06;2019FI;1;8;24.6;92;114;36.75;31;4.3
2019;FI;06N6_69;2019FI;1;8;25.8;90;104;32.15;32;3.6
2019;FI;06WA_57;2019FI;1;8;26;91;116;35.4;29;5
2019;FI;07BA_51;2019FI;1;8;26.3;93;114;34.25;32;4.7
2019;FI;07BA_86;2019FI;1;8;25.8;92;116;38.15;31;5.2
2019;FI;07MN_35;2019FI;1;8;25.4;89;108;35.25;31;3.1
2019;FI;07MT_55;2019FI;1;8;28.9;91;111;34.9;30;4.9
2019;FI;07N2_50;2019FI;1;8;25.1;92;108;34.15;32;4
2019;FI;07N6_60;2019FI;1;8;28.2;90;112;35;32;4.3
2019;FI;07UT_48;2019FI;1;8;27.7;93;112;35.9;31;4.1
2019;FI;07UT_87;2019FI;1;8;28.2;93;116;34.5;31;4.4
2019;FI;07WA_03;2019FI;1;8;27.7;92;110;35.5;31;5
2019;FI;07WA_16;2019FI;1;8;25.8;90;123;36.15;32;5
2019;FI;08AB_24;2019FI;1;8;26.2;91;109;33.15;31;4.6
2019;FI;08AB_45;2019FI;1;8;26;93;121;36.65;31;5.6
2019;FI;08AB_46;2019FI;1;8;27.6;92;110;35.4;31;5
2019;FI;08BA_11;2019FI;1;8;28;90;118;37.15;31;4.1
2019;FI;08MN_49;2019FI;1;8;25.9;89;103;34.5;29;3.4
2019;FI;08MT_36;2019FI;1;8;25.6;92;116;36.4;30;4.7
2019;FI;08N6_05;2019FI;1;8;25.8;89;109;36.75;31;4.1
2019;FI;08N6_64;2019FI;1;8;29.4;91;104;34.25;34;4.9
2019;FI;08N6_77;2019FI;1;8;25.6;89;98;35.15;31;4
2019;FI;08UT_01;2019FI;1;8;27.7;90;115;33.75;30;4.7
2019;FI;08UT_07;2019FI;1;8;28.2;91;114;34.25;31;4.5
2019;FI;09AB_78;2019FI;1;8;27;95;122;35.25;33;4.8
2019;FI;09BA_64;2019FI;1;8;24.2;91;104;31.65;30;4
2019;FI;09MN_14;2019FI;1;8;26.3;90;97;35.25;29;3.6
2019;FI;09MN_42;2019FI;1;8;24.7;90;103;34.5;30;3.6
2019;FI;09MN_70;2019FI;1;8;24.5;88;102;32.9;30;3.9
2019;FI;09MT_78;2019FI;1;8;24.8;92;119;35.5;32;5.2
2019;FI;09N2_04;2019FI;1;8;24.2;93;112;35.15;31;4.1
2019;FI;09N2_36;2019FI;1;8;23.5;92;109;34.5;32;4.5
2019;FI;09N6_54;2019FI;1;8;27.3;90;105;35.5;31;3.6
2019;FI;09N6_61;2019FI;1;8;27.2;92;113;35;32;3.9
2019;FI;09UT_89;2019FI;1;8;24.4;89;96;34.25;30;3.6
2019;FI;09WA_16;2019FI;1;8;25.9;91;118;35.4;31;4.9
2019;FI;09WA_39;2019FI;1;8;27.4;93;118;34.4;32;5.3
2019;FI;06AB_68;2019FI;1;9;25.5;89;101;33;29;3.8
2019;FI;06MT_01;2019FI;1;9;24.6;91;119;36.5;31;5.3
2019;FI;06N6_90;2019FI;1;9;26.2;89;100;33.25;30;3.3
2019;FI;07AB_10;2019FI;1;9;26.6;89;103;35.65;29;3.2
2019;FI;07BA_27;2019FI;1;9;26.6;90;106;34.75;31;4.1
2019;FI;07BA_45;2019FI;1;9;24.7;89;97;34.9;29;3.7
2019;FI;07BA_80;2019FI;1;9;24.5;91;110;37.15;32;5
2019;FI;07BA_89;2019FI;1;9;27;93;123;35.15;30;4.9
2019;FI;07MN_33;2019FI;1;9;25.1;89;98;34.75;31;4
2019;FI;07MN_94;2019FI;1;9;26.3;91;113;33.75;30;3.6
2019;FI;07MN_96;2019FI;1;9;24.9;89;107;32.15;30;3.7
2019;FI;07MT_50;2019FI;1;9;25.8;90;114;36.15;31;4.7
2019;FI;07MT_67;2019FI;1;9;25.7;92;114;34.5;29;5
2019;FI;07N2_73;2019FI;1;9;25.8;91;104;33.9;32;4.4
2019;FI;07N2_75;2019FI;1;9;23.9;90;107;35.65;29;3.4
2019;FI;07N6_57;2019FI;1;9;25.8;91;107;36.65;31;4
2019;FI;07N6_68;2019FI;1;9;25.8;89;102;34.75;31;4
2019;FI;07UT_31;2019FI;1;9;25.2;90;125;36;30;5
2019;FI;07UT_46;2019FI;1;9;27.3;93;116;36.75;32;4.4
2019;FI;07UT_92;2019FI;1;9;27.4;92;115;36.5;32;4.8
2019;FI;07WA_29;2019FI;1;9;27.9;91;107;33.65;29;5.2
2019;FI;08BA_14;2019FI;1;9;27;91;107;35.4;30;5.1
2019;FI;08BA_43;2019FI;1;9;25.3;89;103;33;29;3.9
2019;FI;08BA_58;2019FI;1;9;27.5;91;105;34.65;30;3.7
2019;FI;08MN_30;2019FI;1;9;23.6;90;102;36.15;30;3.8
2019;FI;08MT_25;2019FI;1;9;28.5;94;109;34.25;32;4.5
2019;FI;08MT_74;2019FI;1;9;27.5;91;116;35.75;30;4.4
2019;FI;08N2_44;2019FI;1;9;25.4;92;117;35.65;31;3.6
2019;FI;08N6_88;2019FI;1;9;27.8;91;108;33.4;31;3.8
2019;FI;08N6_96;2019FI;1;9;27.7;89;108;34.75;30;3.6
2019;FI;08UT_19;2019FI;1;9;27.1;93;125;36.65;30;5.4
2019;FI;08UT_80;2019FI;1;9;23.9;91;111;34.5;31;4.2
2019;FI;09AB_82;2019FI;1;9;27.2;89;106;32.9;31;4.1
2019;FI;09BA_45;2019FI;1;9;26.6;91;109;36.4;30;3.6
2019;FI;09MT_75;2019FI;1;9;23.9;93;119;34.9;30;4.7
2019;FI;09N2_03;2019FI;1;9;24.9;92;114;35.4;32;4
2019;FI;09N2_39;2019FI;1;9;25.2;91;113;34.65;31;3.6
2019;FI;09N2_63;2019FI;1;9;24.9;90;113;37;31;4.2
2019;FI;09N2_82;2019FI;1;9;26;91;109;35.9;32;4.4
2019;FI;09N6_90;2019FI;1;9;27;90;112;35;30;3.5
2019;FI;09UT_13;2019FI;1;9;25.2;88;102;36.15;31;3.7
2019;FI;09UT_35;2019FI;1;9;27.6;90;122;36;31;4.8
2019;FI;09UT_59;2019FI;1;9;25.4;90;99;36.75;31;3.8
2019;FI;06MN_28;2019FI;1;10;27.5;91;108;34.5;30;3.6
2019;FI;06N2_17;2019FI;1;10;24.6;92;110;35.15;30;4.4
2019;FI;06N2_63;2019FI;1;10;24.9;91;112;35.5;31;3.1
2019;FI;06N6_76;2019FI;1;10;24.4;88;104;31.25;31;3.4
2019;FI;07AB_03;2019FI;1;10;28.5;90;110;35;31;3.6
2019;FI;07AB_13;2019FI;1;10;26.1;89;110;34.65;30;3.5
2019;FI;07AB_15;2019FI;1;10;27.5;90;106;35.5;32;4.2
2019;FI;07AB_77;2019FI;1;10;24.7;95;116;35.4;31;5.3
2019;FI;07BA_09;2019FI;1;10;25.5;90;105;34;30;3.5
2019;FI;07MN_20;2019FI;1;10;26.4;89;100;35.9;30;3.1
2019;FI;07UT_01;2019FI;1;10;29.7;92;117;39;31;3.5
2019;FI;07UT_14;2019FI;1;10;29.5;91;119;38.75;29;4.5
2019;FI;07UT_71;2019FI;1;10;28.5;94;115;38.15;30;3.6
2019;FI;07UT_88;2019FI;1;10;27.9;90;106;36.9;32;5
2019;FI;07UT_93;2019FI;1;10;26.9;92;122;36.5;30;4.9
2019;FI;07UT_94;2019FI;1;10;27.7;92;116;37.4;31;5.6
2019;FI;08AB_67;2019FI;1;10;24.4;90;99;34.25;29;4.3
2019;FI;08AB_93;2019FI;1;10;26.9;89;107;35.15;31;3.5
2019;FI;08BA_02;2019FI;1;10;24.4;91;111;36.9;30;4.8
2019;FI;08MN_26;2019FI;1;10;27.9;90;100;34;32;3.8
2019;FI;08MN_41;2019FI;1;10;24.2;89;103;34.9;31;3.6
2019;FI;08MN_78;2019FI;1;10;24.4;90;101;35.15;29;3.5
2019;FI;08MT_06;2019FI;1;10;24.5;92;118;36.65;31;4
2019;FI;08MT_17;2019FI;1;10;25.3;92;113;35.9;32;5.1
2019;FI;08MT_63;2019FI;1;10;28.7;92;120;36.75;31;5.2
2019;FI;08MT_69;2019FI;1;10;27;91;111;36.65;33;4.2
2019;FI;08MT_77;2019FI;1;10;25.1;92;121;34;31;4.9
2019;FI;08N2_73;2019FI;1;10;24.6;91;98;36.4;32;3.7
2019;FI;08N6_18;2019FI;1;10;25.6;90;109;34.25;32;3.6
2019;FI;08N6_38;2019FI;1;10;23.9;89;101;34.25;31;3.7
2019;FI;08N6_84;2019FI;1;10;28.5;92;114;32.25;31;4.5
2019;FI;08N6_87;2019FI;1;10;25.6;91;106;31.65;31;2.7
2019;FI;08WA_11;2019FI;1;10;26;91;115;37.9;31;5.3
2019;FI;09AB_15;2019FI;1;10;25.5;92;117;37;31;4.9
2019;FI;09AB_60;2019FI;1;10;27.7;93;110;35.15;31;5.2
2019;FI;09BA_40;2019FI;1;10;28.5;89;101;35;31;3
2019;FI;09MN_08;2019FI;1;10;25.1;90;100;33.5;31;4.3
2019;FI;09MN_50;2019FI;1;10;25.4;90;101;34.15;29;3.3
2019;FI;09N2_24;2019FI;1;10;25.9;90;113;36.65;32;3.8
2019;FI;09N2_29;2019FI;1;10;23.6;92;109;34.4;31;4.2
2019;FI;09N6_66;2019FI;1;10;27.2;90;113;34.25;30;3.5
2019;FI;09WA_19;2019FI;1;10;25.5;91;117;38.4;32;5.3
2019;FI;09WA_64;2019FI;1;10;26.4;90;118;37.15;31;5
2019;FI;06AB_62;2019FI;2;1;26.2;90;96;33.9;31;3.6
2019;FI;06MN_18;2019FI;2;1;26.6;90;100;34.4;30;3.7
2019;FI;06MN_28;2019FI;2;1;26.8;90;101;35.5;30;4.2
2019;FI;06MN_33;2019FI;2;1;27;90;103;34.4;30;3.7
2019;FI;06MT_12;2019FI;2;1;28.5;91;113;34;31;5
2019;FI;06N2_17;2019FI;2;1;24.3;91;111;35.15;31;3.6
2019;FI;06N6_69;2019FI;2;1;26;90;102;32.15;31;3.8
2019;FI;06N6_95;2019FI;2;1;25.7;89;103;32.5;32;3.8
2019;FI;06WA_42;2019FI;2;1;28.3;93;106;34.75;32;4.9
2019;FI;07AB_15;2019FI;2;1;28.2;90;104;35.25;32;4.3
2019;FI;07BA_16;2019FI;2;1;28.1;90;108;34.5;33;4.2
2019;FI;07MN_11;2019FI;2;1;26.8;90;112;33.9;31;3.9
2019;FI;07MN_82;2019FI;2;1;26.2;90;105;34.5;30;3.5
2019;FI;07MN_90;2019FI;2;1;24.8;90;100;34.65;29;3.2
2019;FI;07MN_93;2019FI;2;1;26.1;90;108;35.5;30;3.2
2019;FI;07MT_55;2019FI;2;1;28.3;91;115;34.15;30;5.1
2019;FI;07MT_67;2019FI;2;1;25.5;91;115;35.15;29;5
2019;FI;07N2_02;2019FI;2;1;26.2;91;115;34.4;31;4.3
2019;FI;07N2_77;2019FI;2;1;26.1;91;118;36.65;31;4.4
2019;FI;07N2_78;2019FI;2;1;25;91;112;35.25;30;4.5
2019;FI;07N2_84;2019FI;2;1;25.9;90;109;34.15;33;4.2
2019;FI;07N6_11;2019FI;2;1;28.2;89;110;35;31;4
2019;FI;07N6_68;2019FI;2;1;26.9;90;102;34.25;31;3.5
2019;FI;07UT_31;2019FI;2;1;25.2;91;124;36.5;30;4.8
2019;FI;08AB_20;2019FI;2;1;27.9;93;118;32;32;5
2019;FI;08AB_46;2019FI;2;1;27.3;92;108;35.5;30;5.9
2019;FI;08BA_60;2019FI;2;1;26.3;90;102;35.15;30;4
2019;FI;08MN_14;2019FI;2;1;24.5;90;102;35.65;29;3.6
2019;FI;08MN_26;2019FI;2;1;27.1;90;107;35.9;31;4
2019;FI;08MT_74;2019FI;2;1;23.8;90;109;35.9;31;5.3
2019;FI;08N2_35;2019FI;2;1;25.7;94;114;36;31;4.1
2019;FI;08N6_03;2019FI;2;1;28.1;91;101;33.5;32;4.1
2019;FI;08N6_37;2019FI;2;1;27;91;113;33.75;31;3.8
2019;FI;08N6_77;2019FI;2;1;27.9;89;101;33.25;31;3.3
2019;FI;09AB_29;2019FI;2;1;26.2;91;111;35.15;32;4.2
2019;FI;09BA_21;2019FI;2;1;28.9;93;126;36.25;30;4.5
2019;FI;09BA_50;2019FI;2;1;28.4;90;110;37.15;30;4.2
2019;FI;09BA_61;2019FI;2;1;26.5;89;104;33.9;31;3.4
2019;FI;09MN_08;2019FI;2;1;25.6;89;101;34.15;30;3.9
2019;FI;09MN_42;2019FI;2;1;23.8;90;101;35.15;31;4
2019;FI;09N6_90;2019FI;2;1;27;89;112;34.15;31;3.5
2019;FI;09UT_45;2019FI;2;1;24.3;91;111;36.65;31;4.3
2019;FI;09UT_59;2019FI;2;1;25.9;90;98;36.4;32;4
2019;FI;06AB_24;2019FI;2;2;27;91;112;35.75;29;4.8
2019;FI;06AB_41;2019FI;2;2;28.1;92;108;36;31;5.1
2019;FI;06MN_21;2019FI;2;2;26.7;90;113;35.25;30;4.3
2019;FI;06MN_72;2019FI;2;2;26.6;90;103;36;30;4.3
2019;FI;06MT_46;2019FI;2;2;26.5;93;119;35.9;31;5.3
2019;FI;06N2_39;2019FI;2;2;29;92;120;36.25;33;3.8
2019;FI;06N2_91;2019FI;2;2;26.3;92;108;34.25;32;4
2019;FI;06WA_77;2019FI;2;2;26.9;91;107;35.65;30;4.9
2019;FI;07BA_09;2019FI;2;2;25.8;90;102;34.15;30;3.7
2019;FI;07MN_30;2019FI;2;2;27.3;89;100;34.25;30;3.8
2019;FI;07N2_08;2019FI;2;2;24.9;91;116;34.9;32;3.8
2019;FI;07N6_48;2019FI;2;2;24.7;91;101;34.75;31;3.8
2019;FI;07N6_94;2019FI;2;2;27.6;90;109;34.75;31;3.8
2019;FI;07UT_30;2019FI;2;2;26.9;90;119;35.65;31;5.4
2019;FI;07UT_87;2019FI;2;2;27.3;93;117;36.15;31;4.4
2019;FI;07UT_94;2019FI;2;2;27.5;93;117;37;30;5.9
2019;FI;07WA_03;2019FI;2;2;28.2;91;117;34.4;31;5.6
2019;FI;08BA_64;2019FI;2;2;26;90;96;35;30;4.4
2019;FI;08MT_04;2019FI;2;2;28.9;92;116;35.65;31;5.7
2019;FI;08MT_07;2019FI;2;2;23;93;117;34.9;31;4.4
2019;FI;08MT_15;2019FI;2;2;28.1;90;113;37.65;31;4.6
2019;FI;08MT_19;2019FI;2;2;27;92;110;35.65;31;4.6
2019;FI;08MT_44;2019FI;2;2;28.5;90;125;35.15;31;5
2019;FI;08N6_18;2019FI;2;2;26.2;90;109;33.75;32;3.7
2019;FI;08N6_64;2019FI;2;2;28.5;91;106;33.15;33;4.7
2019;FI;08WA_11;2019FI;2;2;26.1;92;113;37;30;4.6
2019;FI;08WA_78;2019FI;2;2;24.1;90;114;38.15;32;5.4
2019;FI;09AB_10;2019FI;2;2;29.7;93;118;36.25;31;4.9
2019;FI;09AB_60;2019FI;2;2;27.2;93;108;34;32;5.2
2019;FI;09BA_37;2019FI;2;2;27.1;90;99;32.5;32;4.2
2019;FI;09BA_40;2019FI;2;2;26.8;89;100;35.25;31;3.3
2019;FI;09BA_45;2019FI;2;2;26.9;91;108;36.25;29;3.5
2019;FI;09BA_51;2019FI;2;2;30.5;90;110;34.5;31;3.6
2019;FI;09MN_19;2019FI;2;2;26.4;89;101;34.9;29;4.3
2019;FI;09MN_50;2019FI;2;2;25.8;90;101;34.15;30;3.8
2019;FI;09MN_57;2019FI;2;2;25;91;103;34.9;30;3.8
2019;FI;09N2_02;2019FI;2;2;25;92;117;36.65;31;4.8
2019;FI;09N2_04;2019FI;2;2;24.4;92;112;35.5;31;4.2
2019;FI;09N2_06;2019FI;2;2;24.7;93;115;36.5;31;5
2019;FI;09N6_36;2019FI;2;2;27.7;90;110;33.4;31;4.1
2019;FI;09N6_54;2019FI;2;2;27.1;91;98;35.15;32;3.4
2019;FI;09WA_16;2019FI;2;2;25.2;92;110;38.25;31;4.3
2019;FI;GIZA127;2019FI;2;2;26.55;89;99;44.1;26;4.9
2019;FI;06AB_71;2019FI;2;3;26;90;89;33.4;31;3.8
2019;FI;06BA_06;2019FI;2;3;25.6;91;97;35.4;31;3.8
2019;FI;06MN_25;2019FI;2;3;27.2;91;104;34;31;3.8
2019;FI;06MN_53;2019FI;2;3;27.2;90;108;36.25;30;3.8
2019;FI;06MN_81;2019FI;2;3;27.1;90;95;34.75;30;3.6
2019;FI;06MT_01;2019FI;2;3;24.7;92;118;35.9;31;5
2019;FI;06MT_31;2019FI;2;3;23.3;92;115;36;31;5
2019;FI;06MT_49;2019FI;2;3;25.5;91;110;36.65;30;5.2
2019;FI;06N2_70;2019FI;2;3;24.3;93;109;34;31;3.9
2019;FI;06N2_85;2019FI;2;3;26.5;92;109;32.25;32;4.6
2019;FI;06N6_22;2019FI;2;3;26.8;90;104;33.15;31;3.7
2019;FI;06N6_42;2019FI;2;3;27.3;90;102;33.5;31;3.9
2019;FI;06N6_49;2019FI;2;3;25.4;89;103;35;31;4.4
2019;FI;07BA_28;2019FI;2;3;25.7;89;104;34.4;30;4.6
2019;FI;07MN_13;2019FI;2;3;24.4;90;99;34.75;30;3.4
2019;FI;07MN_41;2019FI;2;3;26.7;90;102;35.75;30;4.1
2019;FI;07MT_17;2019FI;2;3;25.1;93;113;34;31;3.9
2019;FI;07MT_40;2019FI;2;3;23.6;92;112;36.5;32;4.7
2019;FI;07N2_13;2019FI;2;3;24.7;92;115;37;31;4.7
2019;FI;07N2_61;2019FI;2;3;24;93;118;36.25;33;4.1
2019;FI;07N2_73;2019FI;2;3;24.7;91;107;34.15;32;4.6
2019;FI;07UT_86;2019FI;2;3;27.4;93;120;35.9;31;4.6
2019;FI;07WA_06;2019FI;2;3;25.7;90;114;36.5;30;5.1
2019;FI;07WA_29;2019FI;2;3;25.3;90;116;36.25;30;4.6
2019;FI;08AB_09;2019FI;2;3;28.9;92;124;35;30;4.7
2019;FI;08BA_47;2019FI;2;3;29.1;90;102;33.4;32;3.9
2019;FI;08BA_76;2019FI;2;3;27.2;91;118;37.65;33;5.7
2019;FI;08MN_67;2019FI;2;3;26.4;91;101;36;31;4.1
2019;FI;08MN_68;2019FI;2;3;26.5;90;110;34.25;30;3.9
2019;FI;08MT_71;2019FI;2;3;24.3;92;113;36.25;32;4.4
2019;FI;08MT_77;2019FI;2;3;26;92;120;33.4;32;5.3
2019;FI;08N6_96;2019FI;2;3;28;89;110;34.25;31;3.6
2019;FI;08UT_07;2019FI;2;3;28.1;91;118;35.5;31;4.7
2019;FI;08UT_16;2019FI;2;3;27.3;89;107;33.25;31;4.4
2019;FI;08WA_40;2019FI;2;3;26.1;91;120;35.9;30;5.2
2019;FI;09AB_89;2019FI;2;3;27.5;94;115;38.9;31;5.3
2019;FI;09MN_04;2019FI;2;3;25.4;88;95;33.25;29;3.9
2019;FI;09N2_18;2019FI;2;3;25.8;92;105;36.9;32;4.5
2019;FI;09N6_61;2019FI;2;3;26.7;92;114;36.25;31;3.9
2019;FI;09N6_63;2019FI;2;3;25.8;91;111;33;30;3.9
2019;FI;09UT_35;2019FI;2;3;29.1;91;115;35.9;32;5.4
2019;FI;09WA_82;2019FI;2;3;25.7;91;110;37.15;32;4.4
2019;FI;GIZA136;2019FI;2;3;26.85;92;100;45.35;27;3.2
2019;FI;06MN_51;2019FI;2;4;26.3;90;100;35.5;30;3.3
2019;FI;06MN_63;2019FI;2;4;25.7;89;100;35.65;31;3.7
2019;FI;06N6_33;2019FI;2;4;26.3;91;104;35.75;30;3.8
2019;FI;06WA_63;2019FI;2;4;27.3;90;116;35.75;31;5.3
2019;FI;07AB_19;2019FI;2;4;26.2;90;114;36.5;30;3.3
2019;FI;07AB_33;2019FI;2;4;27.2;93;112;35.4;31;4.9
2019;FI;07AB_93;2019FI;2;4;24.5;94;117;34.75;30;4.8
2019;FI;07MN_02;2019FI;2;4;24.7;90;104;33.75;30;3.9
2019;FI;07N2_25;2019FI;2;4;26.5;91;112;33.15;32;3.7
2019;FI;07N6_51;2019FI;2;4;23.9;90;101;33.9;30;2.8
2019;FI;07N6_57;2019FI;2;4;26.5;91;108;35.15;32;4
2019;FI;07N6_80;2019FI;2;4;27;91;107;35;32;3.1
2019;FI;07UT_01;2019FI;2;4;29.1;93;116;38.4;31;4.1
2019;FI;07UT_02;2019FI;2;4;26;92;122;36.15;29;4.6
2019;FI;07UT_46;2019FI;2;4;27.9;93;117;36.4;32;4
2019;FI;07UT_74;2019FI;2;4;28.9;90;114;37.25;31;4.4
2019;FI;07UT_92;2019FI;2;4;27.5;92;115;37.5;32;5.4
2019;FI;08AB_54;2019FI;2;4;26.2;90;98;35.25;31;3.3
2019;FI;08AB_93;2019FI;2;4;23.8;89;103;32.25;30;3.4
2019;FI;08BA_11;2019FI;2;4;27.7;91;115;36.25;32;4.5
2019;FI;08MT_10;2019FI;2;4;24.6;93;120;35.25;32;4.9
2019;FI;08MT_41;2019FI;2;4;26.9;91;110;34.65;32;4.8
2019;FI;08N2_18;2019FI;2;4;26.6;92;108;36.15;32;5.2
2019;FI;08N2_37;2019FI;2;4;27.1;93;116;36.4;34;4.9
2019;FI;08N2_66;2019FI;2;4;25.5;92;118;35.4;30;4
2019;FI;08N6_01;2019FI;2;4;28.1;91;106;34.4;33;3.9
2019;FI;08N6_52;2019FI;2;4;28;92;118;34.15;32;4
2019;FI;08N6_70;2019FI;2;4;27.7;90;115;32.4;30;4.2
2019;FI;09AB_62;2019FI;2;4;25.9;91;110;37;32;5.5
2019;FI;09AB_78;2019FI;2;4;26.7;94;115;35.75;32;5.2
2019;FI;09AB_82;2019FI;2;4;27;90;104;33.25;30;3.7
